id	TCGA-04-1514-01A	TCGA-04-1516-01A	TCGA-04-1530-01A	TCGA-04-1536-01A	TCGA-04-1542-01A
AK130400	0.3007	-0.095	0.0931	0.1208	0.8547
AK130481	-0.3379	0.7269	0.5134	0.2678	0.4001
AK130486	0.0721	-0.0843	0.1731	0.2566	-0.5177
AK130719	-0.3638	-0.0928	-0.2934	-0.3699	-0.4669
AK130758	-0.4012	0.1868	-0.0059	-0.3261	-0.4556
AK130765	-0.3516	-0.0352	-0.4098	-0.1416	-0.5121
AK130864	-0.0992	-0.0848	-0.1519	0.3431	-0.413
AK130871	0.1214	-0.0622	-0.1035	0.179	0.3295
AK130904	-0.3424	-0.0838	-0.0618	0.5485	-0.4367
AK130911	0.1361	-0.0837	-0.2491	0.2444	-0.0062
AK130926	1.011	-0.0921	0.1525	0.3114	-0.5258
AK130941	0.135	-0.6894	-0.135	-0.3825	-1.1494
AK131017	-0.09	-0.095	0.0931	0.1208	0.8547
AK131020	0.0851	0.2527	0.0038	0.0875	-0.4837
AK131021	0.1138	-0.1577	0.0785	-0.2713	-0.4556
AK131023	0.0968	-0.0921	0.1525	0.3114	-0.5258
AK131029	0.1609	0.1586	-0.0618	-1.2853	-0.0708
AK131224	0.0389	-0.0974	0.0536	-0.0184	0.0073
AK131288	0.6637	0.5571	0.006999999999999999	0.1596	0.5801
AK131289	0.0193	0.2949	0.1405	0.3618	0.0899
AK131313	0.1037	0.2796	0.1068	0.4007	0.36200000000000004
AK131325	-1.0777	-0.1413	0.1859	-0.4173	-0.5032
AK131335	0.0709	-0.1129	0.3455	-0.0149	0.3254
AK131347	0.466	0.9975	-0.0304	0.9513	0.3624
AK131409	-0.3808	-0.1324	-0.2885	-0.0602	-0.5316
AK131467	0.0389	-0.0974	0.0838	-0.0184	0.0073
AK131472	-0.3125	0.7899	0.113	0.298	0.0092
AK131516	0.0851	0.2368	-0.0114	0.2598	-0.4837
AK131520	-0.3808	0.4498	-0.0894	0.06	-0.5206
AK172755	0.1252	-0.1278	-0.1053	-0.2145	-0.3935
AK2	-0.1738	-0.0985	0.0941	-0.3285	-0.5359
AK225233	-0.3516	-0.6161	0.1968	0.2352	-0.4049
AK225487	-0.32799999999999996	-0.0951	-0.017	0.0397	0.3516
AK225940	0.1294	-0.0872	0.2899	0.2406	-0.4478
AK289375	-0.3516	-0.08800000000000001	-0.4098	-0.1862	-0.5372
AK289390	0.3742	0.2846	-0.057999999999999996	-0.366	-0.0123
AK289488	-0.3516	-0.08800000000000001	0.1042	-0.1862	-0.5372
AK289657	0.6258	0.7842	0.113	0.3144	1.0085
AK291344	-0.3898	-0.6555	-0.1719	-0.3381	-0.4767
AK291391	0.0865	0.006	0.6039	0.2666	0.2962
AK291611	-0.32799999999999996	0.3059	-0.017	0.0397	0.3516
AK291749	0.6873	-0.083	0.0173	0.0347	0.4174
AK293020	0.0603	1.1266	0.1115	0.2703	0.2791
AK3	0.0976	0.7857	-0.0998	-0.2652	-0.4275
AK307112	0.2649	0.5329	0.2494	0.2242	0.3037
AK307126	0.1214	-0.0622	-0.1035	0.1726	0.3295
AK307134	-0.4099	-0.2478	0.0065	-0.3263	-0.0308
AK307150	0.4504	0.3658	-0.1679	0.4308	0.0417
AK307154	0.1234	-0.65	-0.135	-0.3825	-0.5041
AK307158	0.0746	-0.6646	0.0173	-0.3731	0.5491
AK307172	-0.3024	-0.6009	0.5213	0.1409	-0.391
AK307192	0.4244	0.2783	0.0037	0.8986	-0.0709
AK307207	-0.3816	-0.6795	-0.4303	-0.3279	0.0072
AK307208	0.10800000000000001	0.0809	0.1148	0.2376	-0.0521
AK307209	-0.3618	0.2671	-0.0059	0.2347	-0.4761
AK307246	0.2744	0.3896	0.0931	0.8536	0.32799999999999996
AK307256	-0.3816	-0.6795	-0.3492	-0.3279	0.0254
AK307291	-0.0948	0.3901	-0.1519	0.3431	-0.413
AK307308	0.4158	0.2846	-0.057999999999999996	-0.366	-0.0123
AK307314	0.1214	-0.0622	-0.1035	0.1726	0.3295
AK307324	0.0006	-0.1073	-0.4055	-0.2946	0.0314
AK307331	0.091	-0.2107	-0.3506	-0.3279	0.0504
AK307333	0.1218	-0.8158	0.1068	0.26899999999999996	1.3686
AK307646	0.1361	-0.0837	-0.2491	0.2444	-0.0062
AK307788	0.1218	0.2672	0.1026	-0.1474	0.3563
AK307870	-0.3982	-0.1069	0.0761	-0.3381	-0.4651
AK308029	0.1273	0.1586	-0.0618	0.0819	-0.1592
AK308047	0.8461	0.2846	-0.057999999999999996	-0.366	-0.0123
AK308309	-0.3247	-0.6732	-0.1005	-0.9007	-0.4169
AK308327	-0.3645	0.306	0.0038	0.5485	-0.4837
AK308371	-0.2582	0.3681	0.0107	0.4027	0.3646
AK308459	0.0213	0.6722	-0.0114	-1.1155	-0.5823
AK308497	0.0851	0.6722	-0.0114	-1.0917	-0.5823
AK308530	-0.4332	-0.1143	-0.2934	-0.3953	-0.5681
AK308536	0.09300000000000001	0.5304	-0.2132	-0.03	-0.066
AK308561	0.1273	0.1586	-0.0618	0.0819	-0.1592
AK308580	-0.3808	0.4498	-0.2936	0.06	-0.5206
AK308605	-0.3704	-0.6646	-0.6553	-0.304	0.0133
AK308609	-0.3727	-0.2478	0.0744	-0.35700000000000004	-0.0308
AK308634	0.0389	-0.0726	0.0536	-0.0184	0.0073
AK308637	0.2744	0.3896	0.0931	0.8536	0.32799999999999996
AK308652	0.0723	0.5187	0.3468	1.0553	0.5491
AK308660	-0.3618	0.2671	-0.0059	0.2347	-0.4761
AK308669	0.10800000000000001	0.0197	0.1148	0.2376	-0.0521
AK308704	-1.0777	-0.1413	0.1859	-0.4173	-0.5032
AK308811	0.1214	-0.0865	-0.1035	-0.2181	0.3124
AK308862	0.0746	-0.6646	0.0173	-0.3692	0.5491
AK308867	0.1015	-0.665	-0.1822	0.0464	0.3368
AK308944	0.0851	0.2368	-0.0114	-0.3899	-0.4837
AK308965	0.2744	0.3896	0.0931	0.8536	0.32799999999999996
AK309024	0.1218	-0.1614	0.1068	0.1215	0.36200000000000004
AK309100	-0.3138	0.2988	-0.0104	0.1735	0.2006
AK309109	0.1218	-0.1614	0.1068	-0.2835	0.36200000000000004
AK309218	0.3702	0.2783	0.0037	0.6308	-0.0988
AK309222	0.111	0.0487	0.6039	0.4451	0.2898
AK309234	0.4158	0.2846	-0.057999999999999996	-0.366	-0.0123
AK309255	-0.3982	-0.1069	0.0761	-0.3381	-0.4651
AK309286	0.0865	0.006	0.6039	0.2666	0.2962
AK309314	2.1005	0.2459	0.5643	-0.1459	0.6044
AK309325	2.1005	0.2459	0.5643	-0.1459	0.6044
AK309334	0.2649	0.5329	0.2494	0.2242	0.3037
AK309371	0.4228	0.1098	-0.0339	0.4516	0.5777
AK309376	-1.2647	-0.6646	0.0173	-0.3731	0.5491
AK309387	0.4228	0.1098	-0.0339	0.4516	0.5777
AK309389	-0.1188	0.3087	-0.1783	0.4285	-0.4942
AK309393	0.2819	0.5329	0.2494	0.247	0.3264
AK309406	0.0746	-0.6646	0.0173	-0.3731	0.5491
AK309421	0.0883	-0.0667	0.0931	0.1605	0.8547
AK309432	-0.3808	0.4498	-0.0894	0.298	-0.4985
AK309441	-0.3379	0.7269	0.5134	0.2678	0.4001
AK309452	0.1361	-0.0837	-0.2491	0.2444	-0.0062
AK309476	-0.3645	-0.0937	0.0038	0.355	-0.4837
AK309620	0.2805	0.3896	0.0931	0.8834	0.3244
AK309654	0.1214	-0.0865	-0.1035	-0.2181	0.3124
AK309664	0.2805	0.2766	0.0931	0.77	0.7663
AK309685	0.4901	0.4498	-0.0894	0.298	-0.527
AK309717	0.1596	0.3047	-0.1001	0.1507	0.0251
AK309726	-0.3296	-0.1035	0.2916	0.1058	0.6701
AK309730	0.1248	0.2953	-0.017	0.0397	0.3516
AK309744	-0.1387	-0.0765	0.0941	0.1646	-0.5245
AK309747	0.1262	-0.1351	0.3142	0.0545	0.3959
AK309762	-0.1869	0.2868	0.4519	-0.924	-0.56
AK309768	0.465	0.303	-0.0043	0.7939	0.3782
AK309777	0.1214	-0.0671	-0.1035	0.04835	0.3552
AK309867	-0.3638	-0.0928	-0.2934	-0.3699	-0.4689
AK309872	-0.1188	0.3087	-0.1783	0.4285	-0.4942
AK309874	-0.3743	0.531	-0.0059	-0.3261	-0.4556
AK309896	0.1609	0.1586	-0.0618	0.2006	-0.1592
AK309922	0.1218	-0.0979	0.1026	0.01075	0.3563
AK309941	-0.3703	-0.5818	0.3101	-0.306	0.0018
AK309946	0.0946	-0.1577	-0.2869	-0.259	-0.4556
AK309978	-1.135	-0.6707	-0.057999999999999996	-0.366	-0.0123
AK309988	-0.3247	-0.6732	-0.1005	-0.9007	-0.4169
AK310013	0.1234	-0.65	-0.135	-0.3825	-0.0951
AK310027	0.1015	-0.665	-0.1822	0.0464	0.3368
AK310030	-0.3982	-0.6558	0.0761	-0.3381	-0.4651
AK310041	-0.377	-0.6558	0.0761	-0.3381	-0.4651
AK310046	0.4194	0.2783	0.0037	0.6308	-0.5749
AK310056	0.2819	0.5329	0.2494	0.247	0.3264
AK310082	0.1393	0.5923	-0.057999999999999996	0.2981	0.8458
AK310110	0.4504	0.3658	-0.1679	0.4308	0.0417
AK310146	-0.3203		-0.3072	-0.4352	0.2665
AK310182	0.1214	-0.0865	-0.1035	-0.2181	0.3124
AK310186	0.2819	0.5329	0.2494	0.247	0.3264
AK310212	0.0883	0.0487	0.6039	0.4451	0.2962
AK310226	0.0213	0.6722	-0.0114	-1.0917	-0.5823
AK310228	0.0746	-0.083	0.0173	0.4699	0.5491
AK310237	-0.3653	-0.2478	-0.1806	-0.4922	-0.07
AK310239	-0.3548	0.7269	0.4635	0.2531	0.2006
AK310252	0.1218	0.2796	0.1068	0.1215	0.36200000000000004
AK310261	0.1214	-0.0865	-0.1035	-0.2181	0.3124
AK310266	0.0723	0.5187	0.0525	1.0553	0.5491
AK310296	-0.3645	-0.0937	0.0038	0.355	-0.4837
AK310300	0.465	0.303	-0.0043	0.7939	0.3782
AK310310	-0.3645	-0.0937	0.0038	0.5485	-0.4837
AK310350	-0.1869	0.2868	0.4519	-0.924	-0.56
AK310396	0.4605	0.9874	-0.0316	0.9034	0.287
AK310432	-0.1869	0.2868	0.4519	-0.2449	-0.56
AK310438	0.0608	-0.083	0.0173	0.0347	0.4174
AK310441	0.2819	0.5329	0.2494	-0.2559	0.7193
AK310457	-0.3295	-0.6525	-0.3784	-0.975	-0.4049
AK310464	0.0251	-0.1065	0.1405	0.2482	0.899
AK310493	0.1231	-0.1002	-0.135	0.0609	-0.4732
AK310497	-0.3808	0.4498	-0.0894	0.298	-0.4985
AK310526	-0.3982	-0.1069	0.0761	-0.3381	-0.4651
AK310548	0.4232	0.2581	-0.0043	0.8385	0.3424
AK310642	0.0454	0.2615	0.0536	0.1013	0.0193
AK310656	0.1282	0.579	-0.0126	0.1868	0.3494
AK310665	-0.3828	-0.0928	-0.2934	-0.3699	-0.4689
AK310706	-0.3836	-0.0928	0.1037	-0.3696	-0.5309
AK310745	-0.3618	0.2671	-0.0059	0.2347	-0.4761
AK310751	-0.1869	0.2868	-0.3031	-0.924	0.2185
AK310794	0.6258	0.7842	0.113	0.3144	0.6652
AK310876	0.1273	0.4346	-0.0618	0.0893	-0.1592
AK310947	1.0209	-0.1156	-0.3025	0.1726	0.3295
AK311005	-0.2777	0.531	-0.0059	-0.3261	-0.4556
AK311040	-0.4065	-0.4564	-0.5236	-0.2393	-1.11225
AK311046	0.1234	-0.65	-0.135	0.4292	0.2177
AK311069	-0.4012	0.531	-0.0059	-0.3261	-0.4556
AK311103	0.4654	0.2722	-0.0043	0.9274	0.3782
AK311104	0.4438	-0.6517	-0.171	0.0623	-0.4765
AK311108	0.2819	0.3087	0.2025		0.3264
AK311113	0.0389	-0.0974	0.0838	-0.0184	0.0073
AK311115	0.0589	-0.7292	-0.3286	0.138	0.2859
AK311120	-0.3381	0.2667	-0.0104	-0.1771	0.2006
AK311131	-0.3392	-0.0928	0.1525	-0.3501	-0.5309
AK311154	-0.3381	0.2667	0.3507	0.1937	0.2006
AK311159	0.1034	0.5592	-0.3065	-0.3007	-0.4096
AK311167	0.1273	0.5256	-0.0618	0.0819	-0.1592
AK311174	0.1214	-0.0671	-0.1035	0.04835	0.3552
AK311179	0.1234	-0.65	-0.135	-0.3825	-0.5041
AK311181	-0.3808	0.4498	-0.0894	0.298	-0.4985
AK311189	-0.3296	-0.6494	0.1612	0.3231	0.6251
AK311208	0.1295	-0.0832	0.1525	-0.3525	-0.5258
AK311212	-0.3516	-0.0352	-0.4098	-0.1416	-0.4908
AK311218	-0.3379	0.7269	0.5134	0.2678	0.4001
AK311235	-0.3516	-0.0352	0.13	-0.1416	-0.4833
AK311257	-0.3845	0.2975	-0.3037	0.382	0.584
AK311282	0.3679	-0.6803	-0.1938	0.0806	-0.4765
AK311291	-0.2171	0.3681	0.0107	0.4601	0.3646
AK311306	0.1295	-0.0832	0.1525	-0.3525	-0.5258
AK311309	-1.1542	0.2846	-0.057999999999999996	-0.366	-0.0123
AK311310	-0.3575	-0.6583	0.22399999999999998	-0.3558	-0.4165
AK311311	0.1295	-0.0832	0.1525	-0.3525	-0.5258
AK311317	0.0968	-0.0921	0.1525	-0.3525	-0.5258
AK311328	0.1231	-0.1002	-0.135	0.0609	-0.4732
AK311356	0.1393	0.5923	-0.057999999999999996	0.2981	0.8458
AK311374	0.465	0.3427	-0.0043	0.8452	0.3624
AK311378	0.2819	0.3087	0.2025	0.0149	0.3264
AK311380	0.6258	0.7842	0.113	0.3144	0.6652
AK311383	-0.32799999999999996	-0.1035	-0.1468	0.0397	0.3516
AK311398	0.1462	0.299	0.3142	0.3962	0.3779
AK311400	-0.0848	0.3901	-0.1519	0.3431	-0.413
AK311411	0.0723	0.5187	0.0525	1.0418	0.5921
AK311417	-0.3445	-0.6555	0.1828	-0.3381	-0.4767
AK311429	-0.3776	-0.0928	0.1525	-0.3555	-0.5292
AK311445	0.1461	-0.0937	0.0038	0.355	-0.4837
AK311452	0.4984	0.7899	0.113	0.298	1.0823
AK311458	0.1003	-0.0911	0.2222	-0.0008	0.3501
AK311469	0.126	0.3147	-0.1001	-0.2576	0.0251
AK311480	0.0721	-0.0843	0.1731	0.2566	-0.5177
AK311509	-1.135	-0.6707	-0.057999999999999996	-0.366	-0.0123
AK311558	-0.3516	-0.6646	-0.6553	-0.3016	0.0412
AK311564	-0.3776	-0.0928	0.1525	-0.3555	-0.5292
AK311578	-0.3295	-0.6525	-0.3784	-0.8959999999999999	-0.4049
AK311604	-0.1869	-0.0521	-0.3031	-0.2499	0.2185
AK311622	-1.1519	-0.6262	-0.3035	-0.2429	-0.5782
AK311627	0.1234	-0.65	-0.135	0.4292	0.2177
AK311642	-0.3808	0.4498	-0.0894	0.298	-0.4985
AK311646	0.1034	0.5592	-0.3065	-0.3007	-0.4096
AK311660	-0.3982	-0.1069	0.0761	-0.3381	-0.4651
AK311713	-1.0222	-1.6513	0.5643	-0.1595	0.5644
AK311729	0.2819	0.5329	0.2494	-0.2559	0.7193
AK311733	-1.1542	0.2846	-0.057999999999999996	-0.366	-0.0123
AK312010	-0.0089	0.0612	0.0536	0.1013	0.0193
AK313893	0.12	0.2722	-0.057999999999999996	-0.2377	0.6667
AK3L1	-0.094	-0.0619	0.0503	0.2114	-0.4543
AK5	-0.0992	-0.0848	-0.1492	0.3431	-0.4
AK7	0.3679	-0.6803	-0.1938	0.0806	-0.4765
AKAP1	0.4419	-0.0832	0.1525	-0.3335	-0.5258
AKAP10	-0.3828	-0.0928	-0.2934	-0.3699	-0.4689
AKAP11	-0.3437	-0.6637	-0.3043	0.0839	-0.4505
AKAP12	-0.3516	-0.0352	0.13	-0.1416	-0.4833
AKAP12 variant protein	-0.3516	-0.0352	0.13	-0.1416	-0.4833
AKAP13	-0.382	-0.2478	0.0744	-0.35700000000000004	-0.0308
AKAP2	0.0932	0.2527	0.0038	0.0906	-0.4837
AKAP3	0.0723	0.5187	0.0525	1.0553	0.5491
AKAP5	0.4438	-0.6322	-0.171	0.0623	-0.4765
AKAP6	0.4504	0.3121	-0.1695	0.2915	-0.4224
AKAP7	-0.3516	-0.6056	0.1968	0.2352	-0.4191
AKAP8	0.6258	0.7842	0.113	-0.0229	0.6652
AKAP8L	0.6258	0.7842	0.113	-0.0229	0.6652
AKAP9	0.4944	0.303	-0.0043	0.7939	0.3782
AKIRIN1	-0.1387	0.2784	0.0941	-0.3285	-0.5361
AKIRIN2	0.1476	-0.0935	0.1925	-0.1333	0.0843
AKNA	0.0851	0.2424	0.0038	0.0875	-0.4837
AKR1A1	-0.1387	-0.0765	0.0941	0.1646	-0.4543
AKR1B1	0.466	0.9975	-0.0203	0.9513	0.3624
AKR1B10	0.466	0.9975	-0.4541	0.9513	0.3624
AKR1B10L	0.466	0.9975	-0.45915	0.9513	0.3624
AKR1C1	0.0709	-0.1129	0.3455	-0.0149	0.3254
AKR1C2	0.0709	-0.1129	0.3455	-0.0149	0.3254
AKR1C3	0.0709	-0.1129	0.3455	-0.0149	0.3254
AKR1C4	0.0709	-0.1129	0.3455	-0.0149	0.3254
AKR1CL1	0.0709	-0.1129	0.3455	-0.0149	0.3254
AKR1CL2	0.0709	-0.1129	0.3455	-0.0149	0.3254
AKR1D1	0.466	0.9975	-0.0304	0.9513	0.3624
AKR7A2	-0.1935	0.2861	0.0758	-0.3339	-0.5670000000000001
AKR7A3	-0.1935	0.2861	0.0758	-0.3339	-0.5670000000000001
AKR7L	-0.1935	0.2861	0.0758	-0.3339	-0.5670000000000001
AKT1	0.3679	-0.6803	-0.1938	0.0806	-0.4765
AKT1S1	-0.3808	-0.1324	-0.2936	0.06	-0.5316
AKT2	-0.3808	0.4498	-0.0894	0.298	-0.4985
AKT3	0.2602	-0.095	0.0931	0.1208	0.8547
AKTIP	0.1015	-0.0751	-0.1701	-0.3489	0.4174
AL035288	-0.0533	-0.0383	0.0758	-0.3339	-0.2031
AL049219	0.2819	0.5329	0.2494	0.1167	0.3264
AL049675	-0.1935	-0.0867	0.0758	-0.3339	-0.5670000000000001
AL049935	0.0851	0.2368	-0.0114	-0.3899	-0.4837
AL050000	0.1214	-0.0622	-0.1035	0.1726	0.3295
AL050035	0.1214	-0.0622	-0.1035	0.179	0.3295
AL050085	-0.1738	-0.0985	0.0865	-0.3339	-0.5417
AL050132	0.1234	-0.6983	-0.135	-0.3825	-1.1494
AL050141	0.2819	0.3087	0.2025	0.0149	0.3264
AL050199	0.1574	-0.0963	0.006999999999999999	-0.945	-0.4225
AL050203	0.0603	0.0105	0.0708	0.2253	0.2791
AL080111	0.2805	0.2683	0.0931	0.7374	0.3824
AL096727	0.4228	0.1098	-0.0339	0.4516	0.5777
AL109678	-0.41	-0.2478	0.0744	-0.35700000000000004	-0.0308
AL109700	-0.4099	-0.2478	0.0744	-0.35700000000000004	-0.0308
AL109792	0.4254	0.5457	-0.05	0.1893	-0.0146
AL110136	0.1019	0.5592	-0.3007	-0.3262	-0.4556
AL110163	-0.3638	-0.0928	-0.2934	-0.3699	-0.4669
AL110181	0.4892	0.5781	-0.0203	1.0313	0.3624
AL117630	0.0954	0.4205	-0.2757	0.0393	-0.0318
AL133111	0.0946	-0.1577	-0.3007	-0.3262	-0.4556
AL133568	0.4944	0.303	-0.0043	0.7939	0.3782
AL133585	0.0968	-0.0921	0.1525	-0.3525	-0.5258
AL137270	0.0721	0.2676	0.1731	-0.3551	-0.5177
AL137301	0.3702	0.2783	0.0037	0.6308	-0.0988
AL137366	-0.3781	-0.0899	0.006999999999999999	-0.9546	-0.4857
AL137382	0.0589	-0.7292	-0.3286	0.138	0.2859
AL137445	-0.32799999999999996	-0.0951	-0.017	0.0397	0.3516
AL137535	-0.3645	-0.0937	0.0038	0.5485	-0.4837
AL137567	0.0723	0.5326	0.0525	0.9833	0.5921
AL137595	0.1214	-0.0671	-0.1035	-0.1719	0.3552
AL137655	-0.3203	-0.1559	-0.3072	0.3222	0.2665
AL137717	-0.0089	0.293	0.0536	0.1013	0.0193
AL137733	0.2602	-0.095	0.0931	0.1208	0.8547
AL137752	0.5013	0.4498	0.113	0.298	0.7124
AL157440	0.1214	-0.0671	-0.1035	-0.2181	0.3552
AL157450	0.1282	0.579	-0.0126	0.1868	0.3494
AL162052	0.4605	0.9874	-0.0653	0.9034	0.287
AL355711	0.3463	0.508	-0.05	0.6391	-0.0982
AL355732	0.0389	-0.0974	0.0536	-0.0184	0.0073
AL357213	-0.382	-0.2478	0.0744	-0.35700000000000004	-0.0308
AL359605	0.466	0.9975	-0.0304	0.9513	0.3624
AL359653	0.1204	-0.1465	-0.135	0.0638	-0.4222
AL359941	0.4121	-0.1704	0.0559	-0.4068	0.3959
AL360260	-0.6215	-0.6646	0.0173	-0.3731	0.5491
AL389948	-0.3776	-0.0928	0.1525	-0.3555	-0.5292
AL389981	0.0193	0.2626	0.1405	0.2993	0.35600000000000004
AL389983	0.073	0.0302	0.6039	0.4943	0.2772
AL390170	0.0932	-0.0937	0.0038	0.0906	-0.4837
AL390183	-1.01695	-0.4564	-0.5236	0.0864	-0.6018
AL713636	0.0728	-0.0753	-0.1035	0.1726	0.3295
AL713649	-0.3516	-0.6056	0.1968	0.2352	-0.4049
AL831889	-0.1387	-0.0985	0.0941	-0.3285	-0.5361
AL831948	0.1294	0.5156	0.2899	0.2406	-0.4478
AL831954	0.124	0.3129	-0.1001	0.1507	0.3684
AL831977	0.4654	0.2722	-0.0043	0.8641	0.3782
AL832007	0.7041	0.6045	-0.057999999999999996	0.2981	0.8458
AL832059	-0.3115	0.2953	-0.017	0.0397	0.3516
AL832081	0.1462	0.299	0.3142	0.3962	0.3779
AL832096	-0.3516	-0.6161	0.1968	0.2352	-0.4049
AL832184	-0.3505	0.2671	-0.0059	0.2347	-0.4228
AL832227	-0.6583	-1.4909999999999999	-0.2776	-0.4964	-0.3389
AL832252	0.1542	0.2097	0.1734	-0.1118	0.0855
AL832262	-0.3296	-0.1035	0.2916	0.3231	0.6701
AL832282	-0.1869	0.2868	0.0758	-0.2449	-0.5708
AL832378	-0.3286	-0.6486	-0.3569	-0.9209999999999999	-0.4311
AL832384	0.4654	0.2722	-0.0043	0.8641	0.3782
AL832412	-0.4224	-0.1143	-0.2934	-0.3953	-0.5196
AL832439	0.0193	0.2626	0.1405	0.1013	0.35600000000000004
AL832447	0.10800000000000001	0.0197	0.1148	0.2376	0.2791
AL832469	-1.1542	0.2846	-0.057999999999999996	-0.366	-0.0123
AL832479	-0.3776	-0.0928	0.1525	-0.3181	-0.5292
AL832481	-0.3836	-0.0928	-0.2934	-0.3696	-0.5309
AL832535	-0.3816	-0.6795	-0.4303	-0.3279	0.0072
AL832593	1.0033	-0.0921	0.1525	0.3273	-0.5258
AL832615	-0.3836	-0.0928	-0.2934	-0.3696	-0.5309
AL832737	-0.3516	-0.08800000000000001	-0.4098	-0.1862	-0.5372
AL832752	0.0851	0.2527	0.0038	0.0875	-0.4837
AL832786	-0.0948	0.3901	-0.1519	0.3431	-0.413
AL832791	1.0073	-0.0921	0.1525	0.3114	-0.5258
AL832797	0.6637	0.5571	0.006999999999999999	0.2115	0.5801
AL832834	0.5336	0.4498	-0.0894	0.298	0.7098
AL832909	-0.3898	-0.6555	-0.1719	-0.3381	-0.4767
AL832943	-0.1869	0.2868	0.4519	-0.2449	-0.56
AL833139	0.0968	-0.0921	0.1525	0.3602	-0.5258
AL833146	-0.3888	-0.0778	-0.3043	-0.021	-0.4505
AL833150	0.0495	-0.1247	-0.3059	-0.0602	-0.0726
AL833181	0.0389	-0.0974	0.0536	-0.0184	0.0073
AL833219	0.1204	-0.1465	-0.135	0.0609	-0.4222
AL833246	-0.374	-0.6646	-0.6553	-0.3342	0.0133
AL833252	0.1015	-0.083	0.0173	0.0347	0.4174
AL833333	0.1294	-0.0872	0.2899	0.2406	-0.4478
AL833346	-0.3786	-0.0899	-0.1314	-0.9749	-0.4929
AL833363	0.1343	-0.1826	-0.1355	-0.4471	0.2482
AL833449	-0.3247	-0.6178	-0.1005	-0.9189	-0.4169
AL833455	0.0851	0.2368	0.0038	0.2598	-0.4837
AL833498	0.1015	-0.6626	-0.1822	0.2996	0.3368
AL833509	0.0851	0.2368	-0.0114	-0.3899	-0.4837
AL833525	-0.3516	-0.0881	-0.6553	-0.3016	0.0412
AL833583	0.4979	0.9733	-0.0316	0.9596	0.287
AL833634	-0.3446	0.2846	-0.057999999999999996	-0.366	0.0452
AL953854.2-002	0.1609	0.1586	-0.0618	0.2006	0.2551
ALAD	0.0851	0.2424	0.0038	0.0875	-0.4837
ALAS1	-0.3978	0.2671	-0.0059	-1.0197	-0.496
ALB	-0.3295	-0.6525	-0.3784	-0.9145	-0.4049
ALCAM	-0.3138	0.2617	-0.0104	0.1735	0.2006
ALDH16A1	-0.3808	-0.1324	-0.2936	0.06	-0.5316
ALDH18A1	0.1214	-0.0622	-0.1035	-0.1719	0.3295
ALDH1A1	-0.3424	-0.0838	-0.0741	0.5485	-0.4416
ALDH1A2	-0.3653	-0.1013	-0.1806	-0.4922	-0.5287
ALDH1A3	-0.4099	0.1539	0.0065	-0.3263	-0.0127
ALDH1B1	0.42200000000000004	0.3912	-0.1259	-0.2145	-0.5087
ALDH1L1	-0.4132	0.2667	0.3507	0.1937	0.2006
ALDH1L2	0.0859	-0.0925	0.1731	0.2827	-0.4676
ALDH2	0.0859	-0.0843	0.1731	0.3308	-0.4676
ALDH3A1	-0.3828	-0.0928	-0.2934	-0.3699	-0.4689
ALDH3A2	-0.3828	-0.0928	-0.2934	-0.3699	-0.4689
ALDH3B1	-0.3888	0.5571	0.006999999999999999	0.1596	0.2908
ALDH3B2	-0.3888	0.5571	0.006999999999999999	0.1596	0.2908
ALDH4A1	-0.1935	0.2861	0.0758	-0.3339	-0.5670000000000001
ALDH5A1	0.0883	0.0487	0.6039	0.2666	0.2962
ALDH6A1	0.4121	-0.6246	-0.1938	0.1118	-0.4765
ALDH7A1	0.1231	-0.6588	-0.135	0.0526	-0.4441
ALDH8A1	-0.3516	-0.0352	0.13	0.2012	-0.5047
ALDH9A1	0.2805	0.3896	0.0931	0.8834	0.3244
ALDOA	0.1015	-0.083	0.0173	0.0347	0.4174
ALDOB	-0.3645	-0.0937	0.0038	0.355	-0.4837
ALDOC	-0.3638	-0.0928	-0.2934	-0.3699	-0.4669
ALG-2	0.4121	-0.15	0.0559	-0.4365	0.336
ALG1	0.0746	-0.6646	0.0173	-0.3731	0.5491
ALG10	0.1294	0.5156	0.2308	0.2973	-0.3676
ALG10B	0.1294	0.5156	0.2308	0.2973	-0.3676
ALG11	-0.3437	-0.6637	-0.1625	-0.3343	-0.4288
ALG12	-1.1722	-0.1518	-0.3212	-1.0148	-0.596
ALG14	-0.0948	0.3901	-0.1519	0.3431	-0.413
ALG2	-0.3645	-0.0937	0.0038	0.355	-0.4837
ALG3	1.0456	0.2459	0.5643	-0.1459	0.6044
ALG5	-0.3631	-0.07400000000000001	-0.3043	-0.3217	-0.4505
ALG6	-0.094	-0.0619	0.0503	0.2114	-0.4543
ALG8	0.6637	0.8299	0.006999999999999999	0.2115	0.5801
ALG9	-0.3446	0.2846	-0.057999999999999996	-0.366	0.0452
ALK	0.0081	-0.0808	0.0983	-0.3062	-0.011000000000000001
ALKBH1	0.4121	-0.67	-0.1938	0.1118	-0.4765
ALKBH2	0.0859	0.2982	0.1731	0.3308	-0.4676
ALKBH3	-0.3423	-0.0899	0.006999999999999999	-0.3732	-0.4225
ALKBH4	0.465	0.2751	-0.0043	0.6762	0.3624
ALKBH5	-0.4108	-0.1143	-0.2934	-0.3953	-0.5196
ALKBH6	0.5013	0.4498	0.113	0.298	0.7124
